/mnt/disk3/conda/envs/SQAttn/lib/python3.10/site-packages/torch/utils/cpp_extension.py:1964: UserWarning: TORCH_CUDA_ARCH_LIST is not set, all archs for visible cards are included for compilation. 
If this is not desired, please set os.environ['TORCH_CUDA_ARCH_LIST'].
  warnings.warn(
2025-06-09 11:51:30.730 | INFO     | __main__:main:69 - loading llm model /mnt/disk3/hg/hub/models--Qwen--Qwen2.5-Math-1.5B/snapshots/4a83ca6e4526a4f2da3aa259ec36c259f66b2ab2
2025-06-09 11:51:53.552 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999821782112122, rmse: 0.03486538678407669
2025-06-09 11:51:53.569 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999837875366211, rmse: 0.03321071341633797
2025-06-09 11:51:53.586 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999852776527405, rmse: 0.031683966517448425
2025-06-09 11:51:53.603 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999874830245972, rmse: 0.02908092550933361
2025-06-09 11:51:53.619 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999894499778748, rmse: 0.026784341782331467
2025-06-09 11:51:53.637 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999898076057434, rmse: 0.026356611400842667
2025-06-09 11:51:53.654 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999903440475464, rmse: 0.025651555508375168
2025-06-09 11:51:53.671 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999922513961792, rmse: 0.022858822718262672
2025-06-09 11:51:53.688 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.999994158744812, rmse: 0.019857963547110558
2025-06-09 11:51:53.705 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999946355819702, rmse: 0.01913290284574032
2025-06-09 11:51:53.721 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999947547912598, rmse: 0.018677139654755592
2025-06-09 11:51:53.738 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999951124191284, rmse: 0.018174033612012863
2025-06-09 11:51:53.756 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999954700469971, rmse: 0.017410987988114357
2025-06-09 11:51:53.773 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999964237213135, rmse: 0.01558759342879057
Running SQAttn...:  46%|████▋     | 13/28 [00:07<00:09,  1.66it/s]2025-06-09 11:51:53.922 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 13
2025-06-09 11:51:53.945 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9997240304946899, rmse: 0.13876447081565857
2025-06-09 11:51:53.962 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9999157786369324, rmse: 0.07665568590164185
2025-06-09 11:51:53.979 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9999539852142334, rmse: 0.056626588106155396
2025-06-09 11:51:53.996 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9999722242355347, rmse: 0.0440378338098526
2025-06-09 11:51:54.013 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9999857544898987, rmse: 0.03159070760011673
2025-06-09 11:51:54.029 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999896287918091, rmse: 0.027006933465600014
2025-06-09 11:51:54.046 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999934434890747, rmse: 0.02139502577483654
2025-06-09 11:51:54.065 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999939203262329, rmse: 0.02060881070792675
2025-06-09 11:51:54.081 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999942779541016, rmse: 0.01987234130501747
2025-06-09 11:51:54.098 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999949932098389, rmse: 0.018719252198934555
2025-06-09 11:51:54.115 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999952912330627, rmse: 0.018070386722683907
2025-06-09 11:51:54.132 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999956488609314, rmse: 0.01758560724556446
2025-06-09 11:51:54.148 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999958872795105, rmse: 0.01707097887992859
2025-06-09 11:51:54.165 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999959468841553, rmse: 0.016834881156682968
2025-06-09 11:51:54.182 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999960660934448, rmse: 0.016530221328139305
2025-06-09 11:51:54.199 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999963641166687, rmse: 0.01606999710202217
2025-06-09 11:51:54.216 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.999996542930603, rmse: 0.015643367543816566
Running SQAttn...:  50%|█████     | 14/28 [00:07<00:07,  1.79it/s]2025-06-09 11:51:54.367 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 14
2025-06-09 11:51:54.390 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9985440969467163, rmse: 0.32048162817955017
2025-06-09 11:51:54.406 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9990876317024231, rmse: 0.25373056530952454
2025-06-09 11:51:54.423 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9993857145309448, rmse: 0.20820555090904236
2025-06-09 11:51:54.440 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9995623826980591, rmse: 0.1757296770811081
2025-06-09 11:51:54.457 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9996956586837769, rmse: 0.14656266570091248
2025-06-09 11:51:54.474 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9997484683990479, rmse: 0.13324996829032898
2025-06-09 11:51:54.490 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9998633861541748, rmse: 0.09818261861801147
2025-06-09 11:51:54.507 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.999870240688324, rmse: 0.09567432850599289
2025-06-09 11:51:54.524 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9998754262924194, rmse: 0.09375137090682983
2025-06-09 11:51:54.541 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9998915195465088, rmse: 0.08748584985733032
2025-06-09 11:51:54.558 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9998999834060669, rmse: 0.08399619162082672
2025-06-09 11:51:54.575 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999086260795593, rmse: 0.0803426131606102
2025-06-09 11:51:54.591 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999156594276428, rmse: 0.07713225483894348
2025-06-09 11:51:54.608 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999229311943054, rmse: 0.0737152099609375
2025-06-09 11:51:54.625 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999286532402039, rmse: 0.07092500478029251
2025-06-09 11:51:54.642 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999378323554993, rmse: 0.06625031679868698
2025-06-09 11:51:54.659 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.999946653842926, rmse: 0.06138283759355545
2025-06-09 11:51:54.676 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999477863311768, rmse: 0.0607072189450264
2025-06-09 11:51:54.693 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999488592147827, rmse: 0.06007085740566254
2025-06-09 11:51:54.709 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999610185623169, rmse: 0.05237692967057228
2025-06-09 11:51:54.726 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999692440032959, rmse: 0.04654975235462189
2025-06-09 11:51:54.744 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.999970018863678, rmse: 0.045985594391822815
2025-06-09 11:51:54.761 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999703764915466, rmse: 0.04573798179626465
2025-06-09 11:51:54.777 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999726414680481, rmse: 0.04390159621834755
2025-06-09 11:51:54.794 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.999975323677063, rmse: 0.04174606129527092
2025-06-09 11:51:54.811 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999801516532898, rmse: 0.03732771426439285
2025-06-09 11:51:54.828 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.9999842643737793, rmse: 0.033199742436409
2025-06-09 11:51:54.845 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 896, similarity: 0.9999843835830688, rmse: 0.03302069008350372
2025-06-09 11:51:54.862 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 928, similarity: 0.9999852180480957, rmse: 0.032398369163274765
2025-06-09 11:51:54.879 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 960, similarity: 0.9999887347221375, rmse: 0.028057480230927467
2025-06-09 11:51:54.895 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 992, similarity: 0.9999890923500061, rmse: 0.027735287323594093
2025-06-09 11:51:54.912 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 1024, similarity: 0.9999896883964539, rmse: 0.027004266157746315
2025-06-09 11:51:54.929 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 1056, similarity: 0.9999934434890747, rmse: 0.021440215408802032
2025-06-09 11:51:54.946 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 1088, similarity: 0.9999934434890747, rmse: 0.02135452628135681
2025-06-09 11:51:54.963 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 1120, similarity: 0.9999935030937195, rmse: 0.021287238225340843
2025-06-09 11:51:54.980 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 1152, similarity: 0.9999943375587463, rmse: 0.02003592997789383
2025-06-09 11:51:54.997 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 1184, similarity: 0.9999972581863403, rmse: 0.01375025138258934
Running SQAttn...:  54%|█████▎    | 15/28 [00:08<00:08,  1.61it/s]2025-06-09 11:51:55.134 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 15
2025-06-09 11:51:55.157 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9991559982299805, rmse: 0.24663200974464417
2025-06-09 11:51:55.173 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9996615648269653, rmse: 0.15613248944282532
2025-06-09 11:51:55.190 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9998337030410767, rmse: 0.10945203900337219
2025-06-09 11:51:55.207 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9999194741249084, rmse: 0.07613755762577057
2025-06-09 11:51:55.224 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9999685287475586, rmse: 0.047636404633522034
2025-06-09 11:51:55.240 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999785423278809, rmse: 0.03933008760213852
2025-06-09 11:51:55.257 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999849796295166, rmse: 0.032895609736442566
2025-06-09 11:51:55.275 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999863505363464, rmse: 0.031222648918628693
2025-06-09 11:51:55.292 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999877214431763, rmse: 0.029622476547956467
2025-06-09 11:51:55.309 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999889135360718, rmse: 0.028246549889445305
2025-06-09 11:51:55.325 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999898672103882, rmse: 0.027047695592045784
2025-06-09 11:51:55.342 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999909400939941, rmse: 0.025483958423137665
2025-06-09 11:51:55.359 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999919533729553, rmse: 0.02408614568412304
2025-06-09 11:51:55.376 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999927282333374, rmse: 0.022909192368388176
2025-06-09 11:51:55.393 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999932646751404, rmse: 0.02217978984117508
2025-06-09 11:51:55.410 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999936819076538, rmse: 0.02133764885365963
2025-06-09 11:51:55.427 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.999994158744812, rmse: 0.020477544516324997
2025-06-09 11:51:55.443 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999944567680359, rmse: 0.019882332533597946
2025-06-09 11:51:55.460 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999948740005493, rmse: 0.01913638599216938
2025-06-09 11:51:55.477 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999953508377075, rmse: 0.018240664154291153
2025-06-09 11:51:55.495 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999957084655762, rmse: 0.017498645931482315
2025-06-09 11:51:55.512 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999960064888, rmse: 0.017023682594299316
2025-06-09 11:51:55.529 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999961853027344, rmse: 0.01666434481739998
2025-06-09 11:51:55.546 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999963045120239, rmse: 0.016295410692691803
2025-06-09 11:51:55.562 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999964833259583, rmse: 0.01591133140027523
Running SQAttn...:  57%|█████▋    | 16/28 [00:09<00:07,  1.67it/s]2025-06-09 11:51:55.680 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 16
2025-06-09 11:51:55.703 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9983543753623962, rmse: 0.3468959331512451
2025-06-09 11:51:55.720 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9993618726730347, rmse: 0.2160811424255371
2025-06-09 11:51:55.736 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9997059106826782, rmse: 0.1467358022928238
2025-06-09 11:51:55.753 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9998524785041809, rmse: 0.10391271859407425
2025-06-09 11:51:55.770 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9999274015426636, rmse: 0.07292766869068146
2025-06-09 11:51:55.787 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9999416470527649, rmse: 0.06539769470691681
2025-06-09 11:51:55.804 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9999579787254333, rmse: 0.05551532283425331
2025-06-09 11:51:55.821 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9999627470970154, rmse: 0.052307385951280594
2025-06-09 11:51:55.838 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9999673366546631, rmse: 0.0489853098988533
2025-06-09 11:51:55.855 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9999727606773376, rmse: 0.044728003442287445
2025-06-09 11:51:55.872 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9999756813049316, rmse: 0.04226985201239586
2025-06-09 11:51:55.889 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9999784231185913, rmse: 0.03981585055589676
2025-06-09 11:51:55.905 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9999815225601196, rmse: 0.03694017976522446
2025-06-09 11:51:55.922 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9999831914901733, rmse: 0.03514524921774864
2025-06-09 11:51:55.940 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9999850392341614, rmse: 0.03319457918405533
2025-06-09 11:51:55.957 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999873638153076, rmse: 0.03051484003663063
2025-06-09 11:51:55.973 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.99998939037323, rmse: 0.02806730754673481
2025-06-09 11:51:55.990 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999901056289673, rmse: 0.027049731463193893
2025-06-09 11:51:56.007 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999910593032837, rmse: 0.025653593242168427
2025-06-09 11:51:56.024 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999927282333374, rmse: 0.023290075361728668
2025-06-09 11:51:56.041 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999937415122986, rmse: 0.021474510431289673
2025-06-09 11:51:56.058 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999942779541016, rmse: 0.0207900982350111
2025-06-09 11:51:56.075 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999944567680359, rmse: 0.020206529647111893
2025-06-09 11:51:56.092 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999949932098389, rmse: 0.019350290298461914
2025-06-09 11:51:56.109 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999954700469971, rmse: 0.018259922042489052
2025-06-09 11:51:56.126 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 832, similarity: 0.9999960660934448, rmse: 0.016995545476675034
2025-06-09 11:51:56.143 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 864, similarity: 0.9999964833259583, rmse: 0.01629081554710865
2025-06-09 11:51:56.160 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 896, similarity: 0.9999966025352478, rmse: 0.015925124287605286
Running SQAttn...:  61%|██████    | 17/28 [00:09<00:06,  1.67it/s]2025-06-09 11:51:56.275 | INFO     | sparse_quant_attn.compression.entrance:grid_search_block_window_size_8bit_only:118 - Starting grid search for optimal window sizes for layer 17
2025-06-09 11:51:56.298 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 32, similarity: 0.9978746175765991, rmse: 0.40383023023605347
2025-06-09 11:51:56.315 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 64, similarity: 0.9984734654426575, rmse: 0.3423064649105072
2025-06-09 11:51:56.331 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 96, similarity: 0.9987743496894836, rmse: 0.30673670768737793
2025-06-09 11:51:56.348 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 128, similarity: 0.9991075992584229, rmse: 0.2617607116699219
2025-06-09 11:51:56.365 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 160, similarity: 0.9993414878845215, rmse: 0.2248607575893402
2025-06-09 11:51:56.382 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 192, similarity: 0.9994832873344421, rmse: 0.1992085874080658
2025-06-09 11:51:56.400 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 224, similarity: 0.9996290802955627, rmse: 0.16880005598068237
2025-06-09 11:51:56.417 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 256, similarity: 0.9996638298034668, rmse: 0.1607273668050766
2025-06-09 11:51:56.433 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 288, similarity: 0.9996997117996216, rmse: 0.15187077224254608
2025-06-09 11:51:56.450 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 320, similarity: 0.9997761845588684, rmse: 0.13114912807941437
2025-06-09 11:51:56.467 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 352, similarity: 0.9998036623001099, rmse: 0.12281779199838638
2025-06-09 11:51:56.484 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 384, similarity: 0.9998273253440857, rmse: 0.11518537253141403
2025-06-09 11:51:56.501 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 416, similarity: 0.9998563528060913, rmse: 0.10506409406661987
2025-06-09 11:51:56.518 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 448, similarity: 0.9998751878738403, rmse: 0.09791870415210724
2025-06-09 11:51:56.535 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 480, similarity: 0.9998872876167297, rmse: 0.09303221851587296
2025-06-09 11:51:56.551 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 512, similarity: 0.9999085068702698, rmse: 0.08386626094579697
2025-06-09 11:51:56.568 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 544, similarity: 0.9999187588691711, rmse: 0.07900828868150711
2025-06-09 11:51:56.585 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 576, similarity: 0.9999239444732666, rmse: 0.07646003365516663
2025-06-09 11:51:56.603 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 608, similarity: 0.9999318718910217, rmse: 0.0723278820514679
2025-06-09 11:51:56.620 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 640, similarity: 0.9999576807022095, rmse: 0.05710148438811302
2025-06-09 11:51:56.636 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 672, similarity: 0.9999686479568481, rmse: 0.04913807660341263
2025-06-09 11:51:56.653 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 704, similarity: 0.9999720454216003, rmse: 0.046396199613809586
2025-06-09 11:51:56.670 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 736, similarity: 0.9999733567237854, rmse: 0.04528707638382912
2025-06-09 11:51:56.687 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 768, similarity: 0.9999759197235107, rmse: 0.043047498911619186
2025-06-09 11:51:56.704 | INFO     | sparse_quant_attn.compression.entrance:search_bit8_window_size:161 - Bit8 window size: 800, similarity: 0.9999793767929077, rmse: 0.039717741310596466
